,tweet
3012,ate pq o Ayel joga sozinho ne?
3013,"To comendo parecendo como se não tivesse amanhã, que toda comida se transforme em massa muscular amém 🙏🏾"
3014,amar_não_é_pecado.mp3
3015,Vai lá com o Carlos
3016,caralhooooqagonia
3017,BOA NOITE
3018,la vai eu postar pra sina meu deus 🤦🏻‍♀️
3019,"voltaram, n creioooo"
3021,KKKKKK SIM
3022,Tá descendo já a segunda garrafa de gin 🍸
3023,Só queria comer um lanche
3025,lindissimo o cabelo
3027,"Excelente entrevista do Presidente  que acaba de ser concedida de forma exclusiva Rádio Jovem Pan/AM/SP. estará disponível no Youtube e aqui, nos próximos minutos."
3028,FUTURO PRESIDENTE DO SUPREMO OU EXECUTIVO !!!!
3029,mais uma tentativa de suicídio pra lista
3030,Parabéns 💜🤪🤙🏻
3031,claro vc faz merda e eu tenho certeza q vai ser eu q vou ter q aturar vc reclamando p mim dps
3032,Não é coincidência que seu contato é Vic ressaca
3033,Hahahahaha “tudo dentro dos conformes”
3034,ISABELA EU QUASE JOGUEI MEU CELULAR NO CHÃO POR CULPQ DESSA CENA E QUASE TOMEI ESPORRO DA MINHA MÃE PORQUE SIMPLESMENTE COMEÇEI Q GRITAR SEM PARAR EU TO SEM ACREDITAR
3035,M.v brotou pra dar um trato
3036,Irado oh
3037,"Vsfd nenhuma promessas, só desculpas esfarrapadas prós fãs ficarem mais putos ainda"
3038,não que eu vá sextar hoje a noite mas esse culto regrado a música gospel tá matando meu mood
3039,"Que é uma velha meio close errado mas é tipo u a vó pra mim tem problema no coração e as porras, ficar nervosa pra ela significa um possível infarto, e a baixaria rolando e eu assistindo até ver ela gritando também. Resolvi me meter, acalmei a mulher e todo o resto do povo +"
3041,eu sou uma pessoa horrível k eu devia me matar eu sei q vai ser um puta alívio pra todo mundo se eu fazer isso
3042,"Me desculpem, mas não consigo sentir mais alguma coisa por alguém 👍🏿"
3043,Vai arrumar uma namorada antes de vc kkk
3044,valeu pelo aviso amigo
3045,eu to é feliz com meu trabalho ter merecido 8
3046,se bem q hj em dia um botão estoura uma bomba nuclear e acabou o planeta todo kkk
3047,Te seguindo 😁😘👍
3050,obrigadaaa amor
3051,vou arrastar a namoradinha do meu irmão pros role igual fiz com ele
3052,"PROMOÇÃO, QUALQUER MODELO 22,00"
3053,"Ele nao morre, pq ele se salva"
3054,"creio que ele esteja se referindo ao fim da mentira do antagonista, de que acabou o arsenal do Intercept.."
3056,Textos cruéis demais para serem lidos rapidamente
3058,nego vem falar que colômbia só tem falcão e “mais ou menos” james 🤦🏻‍♂️
3059,blz eh isto chega
3060,real kkkkkkkkkkk
3061,na vdd a unica coisa q impede msm é o medo de cirurgia pq eu queria uns peitao turbo msm
3062,dentro da base te fudendo pela ordem
3063,Que balanço delicioso
3064,Abençoada demais para reclamar 🤤🤤🤣🤣
3065,eu acho que viciei em cerveja.
3066,N fiz absolutamente nd hj e estou morrendo de sono
3067,Devo ficar feliz? Kkk
3068,"Muito bem, agora que noticiou, nos brinde com a sua interpretação da notícia."
3069,Quem é Messi?
3070,eu queria ser o meu cachorro
3071,Fiquei de cara com hoje
3072,Depois ficará salvo pra quem quiser rever a partida?
3073,Prejuízo
3075,"Concluindo o que disse, se for pra falar sobre as manas trans, travestis e lésbicas me chama. Dos gays não"
3076,O gordinho ja esperava 🤣
3077,"Uma mulher veio xingar o marido da vizinha maluka, qu'eu já briguei e nem olho mais na cara, pq segundo a mulher o marido da maluka tava ameaçando o irmão dela na fábrica onde eles trabalham juntos (pelo q ela falo era bullying pesado e tal). Só que a mãe da maluka+"
3078,"Feliz aniversário stellinha, saúde pros role, paz depois dos role, sucesso pra ter dinheiro pro role. tmj nos role kkkkk e vamo pro gabe dia 19 caralho kkkk"
3079,"Pois se sinta mesmo, é “cara crachá”."
3082,essa semana foi punk
3083,vc é linda ou muito lindaaaa 💘❤💘❤💘❤💘❤💘❤💘❤💘❤❤
3084,Vai no VM né ?
3085,Faz pf
3086,Comi tudo já kkkkk
3087,Falar pra rayane por uma meia no pé pq ta frio é a mesma coisa que falar com a parede brother
3088,"minha irmã tá pedindo pra mim criar uma conta fake no Instagram e seguir ela, o auge do desespero"
3090,Preciso de livros novos
3092,UM GOVERNO E INSTITUIÇÕES MERGULHADAS NA CORRUPÇÃO.
3093,e com razão.
3095,eu to puto serio k k k  k
3097,Que ódio desse vírus mandando msg p geral na dm
3098,sdv fcs
3099,E foda-se quem não gostar!
3101,cabelin na régua
3102,apaixonada
3103,"Que mês agitado, cansadíssimo!!!! Gratidão"
3104,eu:nao vou nem falar mais nada eu tambem:mas o engraçado é que...
3105,Queria bue um gelado
3106,Isso todos sabem
3107,e me segurando p n miar
3109,"Vai tomar no cu,, vou matar o filho da puta do meu irmão q perdeu o meu relógio"
3110,Pode isso?
3111,Bogor adeeeem
3112,"Lute com determinação, abrace a vida com paixão, perca com classe e vença com ousadia, porque o mundo pertence a quem se atreve e a vida é muito para ser insignificante. #SabadoLigaDaJustiçaSDV #SabadoDetremuraSDV #SabadoUniversoEmpatiaSDV"
3113,"Entre outras coisas, viu, com orgulho, o filho tornar-se um excepcional profissional!"
3114,Bora
3115,"durante o dia eu odeio, durante a noite eu fico carente e amo qualquer um"
3116,Jornal de papelão kkkkkk   Nem com recuperação judicial 👎🏻👋🏻
3118,eu só faço as simples amor
3119,Tá parecendo o LL nessa Copa América. Será que é o gramado?
3123,"Grupo revelação, sem sefeito"
3125,deusa
3126,"Quis escrever músicas que fizessem as pessoas sentirem-se bem. Música que ajuda e cura, porque eu acredito que a música é a voz de Deus.."
3127,A assinatura deste acordo que representa o esforço de várias administrações seria o momento ideal para começar a se distensionar o ambiente político que seria muito importante para o país. Mas os radicais de plantão não permitem.
3128,"Meu pscicologo chegou aqui, tem meseeeeees, que não apareço no consultório dele, vou levar puto, claro ou óbvio?"
3129,"Queria tanto dormir e acorda só pra trabalhar, eu ainda fazer de tudo desapegar do celular"
3130,"Sou do tipo que odeia pagode, mas vou no tá na mente de camarote 😎"
3131,kkkk tnc
3132,Tava de boa deitada aqui no fundo do poço e senti um abraço quentinho da Sasa. Já viramos best friends.
3133,"E hoje a @HBO_Brasil estreia Years and Years. Vi anunciar num dos intervalos de #Chernobyl, pareceu ser bem legal. Na expectativa por mais uma obra prima."
3134,eu acertei de primeira quem era o pai dele putssss
3135,"amanha vou p minha casa de cascais , se alguem quiser combinar ta a avontade :)"
3136,Veeeem que faço. 🤭
3137,Será que eu posso tomar tudo pq é degustação??
3138,CARALHO EU MESMO 100%  risada de fumante
3139,O programa tá  bom mesmo.
3141,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK TA NA DISNEY
3142,ai velho antes cmg era assim tbm é foda
3143,Exatambeteee
3144,Solteiro não trai
3145,Assim do nada perdi a vontade de ir ao sumol kk
3146,"Eitaaaaaa, cande descobrindo a verdade   #verao90"
3147,Tá complicado te ver assim
3149,Eu não tô com a Anonshka no momento pra ver a festa. Grrrr.
3152,"parceiro, não fala mal do Vini malvadeza não"
3154,Que delícia de ppk
3155,Q pelotudo
3156,Eu já tinha visto esse video mas a montagem e as informações piscando na tela fizeram toda a diferença. Genial. Achei cult. Achei avant-garde. Achei niobilesco
3157,"Aranguiz, beausejour, mina, vargas... colombia x chile é quase jogo do brasileirão @impedimento @cornetaeuropa"
3158,"Tá bom, te conto quem me descreveu o saco que vc tb chupa: começa com Had e termina com dad. 😂"
3159,"Esses oportunistas não determinam nada, bando moleques tontos."
3160,"Sim kkk, é ainda acaba de rasgar a boca tudo"
3161,hermoso Thiaguito!!!!
3162,"O nióbio foi o ""ouro dos tolos"" com que Bolsonaro alavancou sua campanha de desmatamento, invasão de áreas indígenas e até riqueza nacional.  Mas ouro dos tolos.......é ouro dos tolos. MG já abastece e tem reservas mais que suficientes. Mas o ouro dos tolos comprou muitos tolos"
3163,"Cara, meu primeiro dia de ciclo eu rendo bem pouco tbm."
3164,quem votar em sim = nazista
3165,É normal a voz da pessoa vir do nada na sua mente? 😂😻
3167,"Esqueci minha carteira no trabalho, que saco"
3168,mamãe comprou minha tinta eu FINALMENTE vou retocar meu cabelo não tava aguentando mais
3169,O que miga
3170,"tu que tem q ver na sua, p ver q dia ta liberado p ir"
3171,Ou Reinaldo azedo inveja mata
3172,"Amar e deixar ser amado é despresivel, doentio."
3173,só queria uma mensagenzinha de uma certa pessoinha dizendo e aí vamo fecha
3174,tenho nem rede social pra postar print do vacilo
3175,tava amando meu cabelo mais curtinho e agora ele ja ficando enorme dnv
3176,No pique do Goiás
3178,Tá considerando que eu não do fazendo nada de futuro com meu dinheiro que ódio cara
3179,ir embora do brasil foi a melhor decisão que eu tomei na minha vida
3181,"Se for quem eu estou pensando, guarda o celular kkkk"
3182,amg eu queria ir mas só to com o cartão aqui e tinha que ir cedo p pegar ingresso né ;(
3184,"Pode até falar de mim, to nem aí 🤪🤪"
3185,Fiz as provas e vim aqui pra tia
3187,Umaa hora dessa eu queria esta no golpe pra rir muitooooo 💔
3188,vc vai???
3189,afff sou tao grata pr ter ela
3190,mto bom quando é sexta e n tem quase ngm na academia
3191,O iPhone melhora as pessoas né😂🤔
3192,mas eu nao to brincando
3193,a água das torneira e do vaso ta marrom serase cagaram na estação de tratamento da Sabesp
3194,KKKKKKKKKKKKKKKKKK amo
3195,Agr e só aproveitar minhas férias de míseras 2 semanas
3198,ta pa? d o r m i r
3200,"eu tô a ponto de explodir, não aguento maissssss"
3201,mas eu nem te dei bom dia
3202,"Pau não, pai"
3203,acabei de morrer um pouco
3204,"Respeitável cidadão ele era. Aceitar o Lula foi um contexto, uma conjuntura. Hoje ele seria ácido e muito crítico ao petê. Com certeza."
3205,q treta foi essa q rolou ...
3206,GENTE POR FAVOR VOCÊS PODERIAM APROVEITAR ESSA SEXTA PRA MORRERRR E IR PRO INFERNOOOO
3207,"Mt chato, ta maluco"
3208,"sim, pelo menos chanyeol para de encher o jongdae um pouco😍😍"
3210,Vasco
3211,Puro ódio
3212,Aí véi :///
3213,Quero a foto completa no meu zapzap até 20:30h de hoje
3214,Não vejo a hora de me ver livre de uma vez por todas desse caroço no olho... Deus queira que isso estoure logo
3215,Exagerado kkkkkkkk
3216,eu sei que precisava de você mas eu nunca demonstrei
3218,chorei e to sofrendo até agora
3219,"ele tem que entregar a bola para os adversarios e brincar de dois toques kk,esses brs sao clubistas demais kk"
3220,chegar em casa e ter strogonoff é uma coca gelada 😭👌💞 minha mãe é a melhor
3221,"Segura que daqui é a sua vez e do ""maridão""."
3222,acho que uruguai vence a copa
3223,"Aaaaaah, guarda ela! Que ai quando eu for nao preciso levar, e trago de volta quando vier que desafoga ai e rica pras visita aqui hahaha"
3224,poxa eu to com uma mania de falar poxa tão chata
3225,num sabia que era uma armadilha sorry por ser homem
3226,"trabalho pra cacete, mas sei que isso uma hora vai vim como um ótimo retorno p minha vida"
3228,"Tenho nada contra brancos, até pego alguns."
3229,"Amizade 0 agora, fudeu kkj"
3230,Vdd mano  ANJOS AS DUAS
3231,cheguei no final na minha vez
3233,Que merda n ter nd p fazer mano
3234,Troquei de roupa pra ir na farmácia pq me convenceram aí ao invés de ir deitei na cama de novo 🤦🏻‍♀️
3236,"Agiliza aí, @ggreenwald"
3238,"NEM AMA NADA, tu ama o jonas"
3240,"Too late, já cheguei a casa"
3241,@AvalancheBjj só arrumar um boy monstro
3242,Tô com muita dor nas costas
3243,se eu usar icon do tae vcs vão me dar unf?
3244,"se tu nao gosta, fica trancado dentro de casa que tu nao ve"
3245,Tipo a música do Leonardo né?
3246,Conta ai
3247,Ele que jogue FM
3248,EU VOU MATAR ESSE MENINO
3249,Mari e Leti tão vindo de mudança pra cá kkkkkkk
3250,SOCORRO ACHEI Q TINHA MATADO ELA QUEIMADA
3252,"Esse ano é  o ano da fertilidade, o que tem de conhecida minha grávida 😥 vários chá de bebê 😂😂"
3253,vou mais tarde cm meu irmão
3254,Nada pra hj Glenn?  A minha pressão está alta de tanta ansiedade .
3255,Wauuu nuda deve essere
3256,"EU E O JOON, SIM."
3257,af nao aguento mais essa minha autoestima mixuruca
3258,"Como se o Obama fosse bom exemplo de alguma coisa, kkkkkjkj"
3259,Não foi?
3260,Camisa 10 !! Que procura Jogo ! 👏🏼👏🏼👏🏼
3261,N acredito que estou entendendo botânica 😭😭😭
3263,Tava lá na casa do Maurício com a Pam
3264,Vc tem cara de indiferente n de brava
3265,Fiquei até sentida kkk
3266,Vc é perfeita
3267,"Poderiam relançar essa última temporada com animação digna quando for voltar, se um dia voltar né.."
3268,Trânsito do caralho
3269,"Sim, o esquema deve ser antigo. Mas ele tem um chefe, isso que não pode ser esquecido e vão tentar encobrir. O cara pelo visto era só uma mula."
3270,Sentir dor é muito ruim 😪
3271,Que saudade que eu tava de falar com o gui
3272,faz e quando ela perguntar diz q apareceu sozinho
3273,"Booom, vais me ver domingo né?"
3274,nunca t mentiria 😔😔😔😔😔😔
3275,Queria ter ido na festa junina da Avantis
3276,Como assim vc não levantou a mão?
3277,"Estou vestindo 38, q felicidade"
3278,"To cansada, real"
3279,Aí meu anticoncepcional tá me fazendo muito mal
3280,"Esse criatura não  perde por ficar com essa boca fechada, o coisinha insuportável....."
3281,@adriisv meu Deus do céu irmão
3282,Até chorei agora
3283,Puta que pariu a música da festa que oiço bem em minha casa a fazer me sentir uma merda
3284,💔😔 vem de abraço logo
3285,não tô afim de passar no zaffari agora
3287,"A gente sofre, supera, acha que aprendeu e faz tudo de novo."
3288,Você me ama muito
3289,"Velho eu tô mto insuportável hoje, Cês não tem noção"
3290,AMÉM!!
3291,Vocês nem consegue pagar o juro do estádio kkkk
3292,"Quem gosto bate palma, quem não gosto, paciênciaaa!!!!😝"
3295,"Que orgulho! Acabei de ajudar a @CervejariaAmbev a doar R$100 mil reais para a Casa 1 e Casinha. Pra fazer o mesmo, é só tweetar o que significa #OrgulhoDaMinhaHistoria pra você 🌈🍺 Cada tweet vale 1 real. Bora!"
3296,Meu pai “tudo bem pegar dp filha esse seu curso muito difícil só não vá desistir “
3298,opora queria estar assim
3299,eu percebo que to crescendo cada vez mais todo mês quando tenho manutenção e vejo minha dentista
3301,"Mas... a batata na sopa engorda, temos que pensar nos direitos das pessoas gordas (eu)"
3302,cada vez mais a teoria de que o Bolsonaro foi substituido pelo Adnet imitando ele é mais crível
3303,"a pessoa chamar uma pessoa de feia é ridículo, mas é mais ridículo ainda outra pessoa tentar defender a outra ofendendo chamando ela de feia tmb"
3304,"minha mãe e eu estávamos refletindo e lendo as traduções das músicas da beyoncé, cara, a bey é toda feminista e tals mas manda as mulheres bow down bitches e na música sorry ela meio q só culpa a becky good hair pela traição   fiquei confusa com o feminismo da beyoncé"
3305,caralho meu coração acelerou demais agora cheguei a perder o equilibrio aqui
3307,Tretinha* foi diferente
3310,porra bifão mt mongoloide mano
3314,N sou pegador não
3315,Logo você? O pai da cerva
3316,"sim, horrível"
3317,"Tô cego pra indireta, surdo pra fofoca e mudo pra pessoas infelizes."
3318,to no fim do ep 2 da segunda temporada
3319,É impressionante ! A divisão é responsável por esse resultado.
3320,"Ninguém gosta de música ao vivo em bar, se pá nem quem tá tocando"
3321,nascestes nele migo?
3322,"Da última vez que o Cassius saiu de uma editora ela quase faliu, né?"
3323,"E o ""burro"" do Bolsonaro foi lá e pá! Fechou um acordo econômico que os considerados ""inteligentes"" nem chegaram perto."
3324,Só orgulho de você morena 💕💕
3325,Fiz novos amigos😍😍😍😍
3326,aí mo :(( fica deitada e tenta dormir :(((
3327,Era só uma boa hoje mesmo
3328,Como se ouvisse demais né kkkk
3329,APENAS HAHAHA
3330,estudar que é bom 🏊‍♂️🏊‍♂️🏊‍♂️
