,tweet
2982,Dai vc percebe que está ai sem amigos infeliz sem esperança nem sonhos
2983,Aquele dia que vc só quer fugir de tudo e de todos
2984,Eu sou o tipo de pessoa que não faz falta pra ninguém.
2985,Cansa sustentar uma felicidade falsa
2986,Pior que ignorar a mulher que entrega panfleto é ela te ignorar e não te dar um.
2987,odeio quando discuto com uma pessoa por uma merda que ela fez e ai ela faz tanto drama que quando você vê quem ta pedindo desculpa é você
2988,"""O difícil é se conformar que tudo acaba um dia.""  (Guns N’ Roses)"
2989,"Hj é sexta-feira 13 mas to nem ai, td dia na minha vida é uma desgraça msm."
2990,"''Parece cocaína, mas é só tristeza.''"
2991,"Não quero muita coisa, não quero o impossível, só queria um amor verdadeiro e um pouco de amigos."
2992,"Ah solidão, obrigado por nunca ter me abandonado quando todos abandonaram."
2993,"não entendo o que eu faço pra as pessoas me deixarem tão rápido,juro não entendo"
2994,"""Sempre gostei de tempo chuvoso, frio. Afinal, como não gostar de algo que parece muito comigo?"""
2995,"""É tanta coisa pra ter que lidar, aceitar, se acostumar, ignorar, silenciar que eu prefiro apenas deixar pra lá."""
2996,"Coleciono arrependimentos, amores não correspondidos e noites mal dormidas."
2997,"voce conhece a pessoa, vira amigo, começa a depender dela e sente vontade de falar com ela toda hora, se apaixona, e depois se fode."
2998,"Minha vida está tão ruim ultimamente que se acontecer algo a mais de ruim, não vou nem perceber."
2999,"''O que te faz feliz, tbm provoca dor.''"
3000,"“Quero explodir as grades e voar, não tenho pra onde ir, mas não quero ficar.”  —   Engenheiros do Hawaii"
3001,procurando no google maps o rumo q minha vida ta tomando
3002,"Enfim, a vida não é uma fábrica de realização de desejos."
3003,"Obrigado, você acaba de estregar todo meu coração."
3004,As pessoas fingem demais.
3005,"segue, sigo tds d volta :D #QueroSeguidoresNesteDomingoDeTédio"
3006,"De você, eu guardo a saudade mais bonita."
3007,odeio sentir falta de falar com gente que com certeza nao ta sentindo a minha
3008,"- Nada é eterno. O café esfria, o cigarro apaga... O tempo passa, as pessoas mudam!"
3009,"""Desapegue. Suma. Seja frio. Aí as pessoas vão dar valor ao que você era antes."""
3010,Sou anti-social até na minha própria casa.
3011,Ando vagando de solidão na rua da saudade.
3012,"''Parece que quanto mais a gente cresce, mais a vida se complica..''"
3013,"Vc se sente mal por ver pessoas de sua idade indo a festas curtindo com seus amigos,e vc ai , triste ,sozinho vendo sua adolescência passar."
3014,"Já tive dias melhores, cara Já vi dias melhore.  - The Pretty Reckless"
3015,"Você nao se acostuma com a solidão, só aprende a conviver com ela."
3016,Tão chato você valorizar tanto uma pessoa e ela simplesmente nem ligar pra você.
3017,Eu já quis que o destino me surpreendesse. Hoje eu só espero que ele não me decepcione.
3018,''Você já teve medo de perder algo que nem era seu?''
3019,''Meu próprio inferno sou eu.''  — Goethe
3020,"""A vida é meio estranha: conheço muita gente que tem tudo para ser feliz, e adora sofrer."""
3021,"— Sinto a sua falta.  — Não sente.  — Por que está dizendo isso?  — Porque você só ""sente a minha falta"" quando ninguém mais sente a sua."
3022,"''O amor faz o tempo passar, e o tempo faz o amor passar.''"
3023,honestamente eu não consigo acreditar que há alguém por aí disposto a passar o resto da sua vida comigo
3024,"É tanta hipocrisia, é tanta gente vazia, tanto assunto inútil, que ando com preguiça de conhecer pessoas…"
3025,"— Você me perdoa?  — Sim, te perdoo.  — Então por que ainda está com esse olhar triste?  — Porque ainda dói."
3026,"Você diz que desistiu da pessoa, mas quando vê ela online o coração dispara."
3027,um sentimento chamado: vai se foder
3028,eu fui sempre daquelas pessoas que por não ser bonita ninguém queria saber
3029,"Desculpa, é que eu esqueci que na minha testa está escrito: “Use, brinque, magoe e depois jogue fora.”"
3030,tão triste sentir falta de falar com uma pessoa que hoje nem se lembra mais de vc..
3031,"Durma e sonhe, pesadelos você tem quando acorda. -Cazuza"
3032,"“Mas cara, é foda. Você tenta ser a melhor pessoa do mundo para alguém que lhe trata como a pior delas.”"
3033,"""Eu não te culpo. Eu no seu lugar faria o mesmo, talvez. É que eu sou uma pessoa difícil de lidar, de conviver, de amar."""
3034,"''Meu Deus não me deixe ficar assim, sem acreditar em nada.''"
3035,"A gente vive dizendo que não se importa, mas todos nós sabemos que é uma eterna mentira."
3036,"Sempre quando me perguntarem se estou bem, vou responder que sim, vai que um dia seja verdade."
3037,"""Ela estava ali sozinha querendo atenção e alguém pra conversar.."""
3038,"“A vida fica bem melhor quando você decide não se importar com nada, nem ninguém.”"
3039,bem que nos podia combinar de sair juntos pra tomar vodka e curtir metallica
3040,"Se dependesse só de mim, muita gente ainda estaria junto comigo nessa caminhada. Mas não da pra ser amiga por duas, ou amar por dois..."
3041,"""Sabe de uma coisa? Eu desisto das pessoas."""
3042,"""Porque a vida é aquele infeliz, que quando você cai, bem feito diz."""
3043,Você já se sentiu tão magoado e decepcionado a ponto de nem conseguir chorar?
3044,Um dia você acaba de acostumando com a ausência de quem era sempre presente.
3045,"Deprimido demais pra sorrir, cansado demais pra chorar."
3046,"Eu passei a ver o mundo de outra maneira, e não foi ele que mudou.Foi eu."
3047,"Sempre é tão duro despertar, e ver que cruel é a realidade.."
3048,Você se foi. Só quero que saiba que você levou meu coração junto com você.
3049,"Eu sou tão legal com as pessoas, e elas sao tao ruins comigo. Porque?"
3050,"@dilmabr então né, seria legal se você cumprisse tudo o que prometeste antes de ser elegida a presidente :)"
3051,@itsnonice q nd :)
3052,"“Parece que eu gosto de sofrer, eu insisto em algo até o fim, não me ensinaram a simplesmente deixar pra lá.”   —  Gramaticas."
3053,"""Às vezes a gente tem tanto medo de não conseguir, que a gente acaba nem tentando.""  — Nirvana"
3054,Você simplesmente se foi e eu simplesmente estou sentindo a sua falta~.
3055,“Eu fico esperando você sentir minha falta todo dia.”     —  I Miss You.
3056,''-meus medos? -é. -eu tenho medo de ser esquecido.''  -a culpa é das estrelas
3057,Depois como sempre limpei o rosto e continuei.
3058,"""Não aceito mais sua ausência ocupando tanto espaço dentro de mim"""
3059,"vcs que são bonitos, me digam qual é a sensação?"
3060,@itsnonice claro
3061,primeiramente tirar a dilma do cargo presidencial #Cite5CoisasParaMudarOBrasil
3062,"Cansado fisicamente, psicologicamente e sentimentalmente."
3063,"Me sinto só,mas quem é que nunca se sentiu assim? -capital inicial"
3064,eu não tenho nem 20 anos na cara e ja reclamo como se tivesse uns 70 fico imaginando quando eu for idoso vou reclamar até de reclamar
3065,"Porque todo mundo é normal, têm amigos, são bonitos, e eu sem ninguem, feio e incapaz de ser amado?"
3066,Ai você vê uma pessoa vindo e seca as lagrimas rapidamente
3067,Gosto de ficar sozinho.Ou me convenço de que é melhor assim.
3068,"o mundo moderno, as pessoas não se falam ,pelo contrário: -se calam  -se pisam  -se traem  -se matam."
3069,o fc é do guns entao pq a foto do avatar é do anthony kiedis?
3070,"Fumar não te faz fodão, só te faz ganhar um câncer de graça"
3071,"""A dor faz um poeta.."""
3072,"""Ninguem me ajudou, eu me virei sozinha. E isso me amadureceu um pouco mais."""
3073,Quando você se foi levou meu coração junto
3074,"''E agora estou presa em memórias que vão me sufocando ,cansada dessa vida que todo dia supera minhas decepções..''"
3075,"As vezes acho que nasci na década errada, tenho princípios que já se perderam, e amo as coisas que já não se dá mais valor."
3076,Mudarei meu nome do twitter
3077,"""— Você precisa confiar em mim.   — Eu sempre confio e eu sempre me ferro."""
3078,"“Não digo que estou bem, digo que estou “indo”. Só não digo pra onde, porque eu também não sei.”"
3079,“Às vezes não resta nada a fazer a não ser seguir em frente.”
3080,"Sou tõ acostumada a ficar sozinha, que presença de pessoas chega a me encomodar"
3081,preciso de alguem que precise de mim #CiteCoisasQueVocêPrecisa
3082,ir no show do system </3 #CiteCoisasQueVocêPrecisa
3083,amigos verdadeiros </3 #CiteCoisasQueVocêPrecisa
3084,felicidade #CiteCoisasQueVocêPrecisa
3085,Me sinto tão mal quando não converso com você </3
3086,"Desculpa sociedade por não ser oq vc quer ,desculpe pais por não ser a filha perfeita ,desculpa pulsos por descontar tudo em vc."
3087,"Não gosto muito de falar de mim, pois não tenho orgulho de quem sou."
3088,Ja desisti da vida faz tempo
3089,"Estou tão destruida ,talvez essa luz no fim do tunel que todos dizem seja o farol do trem que passara por cima d nós"
3090,"“Às vezes estamos no meio de centenas de pessoas, e a solidão aperta nosso coração pela falta de uma única pessoa.”"
3091,"Quando mais vc gosta da pessoa,mas ela faz de tudo pra te magoar :c"
3092,Chorar por dentro é um dos piores choros.
3093,"uma vida baseada em parar do nada, olhar pro nada e ficar pensando em nada porque nao tem nada pra fazer"
3094,"E então eu sonho, pois é a única maneira de ver isso acontecer."
3095,Avril gatona awn <3 #AvrilNoPanico
3096,Trauma de pessoas que vão embora
3097,Camisetas grandes :::::: <3
3098,"Ai você simplesmente respira fundo,porque se cair uma lagrima,você sabe que não vai mais parar de chorar."
3099,"""Havia uma criança feliz... E então ela cresceu"""
3100,"Espero que você sinta minha falta, e também uma daquelas insônias bem insuportáveis com uma saudade bem filha da puta."
3101,@Sad_ugh  ain que bom q nao estou :/
3102,"Foda é quando você pensa: ''Se eu piscar, eu choro''."
3103,"rir pra não chorar, dormir pra não pensar"
3104,"cansei dessa vida, de ninguém me apoiar em nada, de ser a errada, de não ter ninguém pra desabafar e chorar escondida como uma idiota"
3105,"Saudade é aquilo que fica, daquilo que não ficou."
3106,Aquele dia dificil que parece que da tudo errado </3
3107,"preciso de uma ótima noite de sono, pq as coisas estão mais do que complicadas"
3108,@robertdalcim  tenho sim chama no mensagens diretas q t passo
3109,@robertdalcim sim :/
3110,"Você sabe tanta coisa e, ainda assim, não sabe nada."
3111,— pq vc só veste preto?  — pq eu achei que a vida fosse minha.
3112,"— Ódio é uma palavra forte, não acha?  — Amor também é, e as pessoas falam como se não significasse nada.                       — Peter Pan"
3113,Brasil sem zoera não é brasil :3
3114,@valeriaaswift  <3
3115,@Sad_ugh  :c é complicado
3116,@valeriaaswift  mt obgd
3117,"chorar, fingir estar bem, ilusões, desilusões, sorrisos e amigos falsos, dores insuportáveis... estou no meu limite"
3119,"Se eu te falasse metade do que esta preso dentro de mim,você choraria."
3120,"Solidão leva as pessoas a dormir tarde, tomar mais banhos, dormir muito e pensar demais."
3121,"Os problemas estão sempre comigo,acho que me tornei um."
3122,-Para de agir assim!. -Assim como? -Como se nada o machucasse.
3123,Ai a pessoa fala merda e nem percebe que esta quase te fazendo chorar
3124,''Eu nunca vou entender o porque as pessoas deixam quem jamais as deixariam.''
3125,Não era o meu dia Nem minha semana Nem meu mês Nem meu ano Nem minha vida Porra.
3126,"Sou amigo de muitos, mas poucos são meus amigos."
3127,"O que eu aguento sorrindo,você não aguentaria nem chorando."
3128,Nesse exato momento tem alguem no mundo tirando sua própria vida
3129,Anjos mentem para manter o controle
3130,@jiley_weed  claro
3131,@lindinha_295  claro
3132,Sweet berries ready for two ghosts are no different than you (8
3133,''Amar é suicídio''
3134,"Vai lá me deixe,to acostumada mesmo."
3135,Por trás de um “não aconteceu nada.” tem um “não te conto porque vou chorar”
3136,Cheguei em uma fase da minha vida em que até os meus amigos se afastaram de mim...
3137,Eu entendo de solidão. Entendo como é tentar substituir a falta de alguém com outra coisa.”  — The Big Bang Theory.
3138,"Quem gosta de você se importa, quer o seu melhor, te procura e não te troca"
3139,''E quantos dos seus ''estou bem'' foram ditos enquanto os seus pulsos ardiam em baixo das mangas?''
3140,"Nem feliz, nem triste. Sei lá, sabe?"
3141,"E ai vc tem tantas coisas pra dizer,e não consegue..."
3142,"Mas em meu coração,tenho sentimentos que nunca demonstrei. -Guns and roses"
3143,-''Eu só quero que vc seja feliz''. Disse ela com lágrimas nos olhos querendo ser felicidade dele. -regressou
3144,E logo eu tão cheio de nada quis dar tudo pra você
3145,"Obrigada a atuar o dia td fingir q to bem,obrigada a ser uma rocha e fingir q nd me atinge,mas chega a noite e posso ser a pessoa fraca q so"
3146,"A 1 ano atrás tudo era tão diferente,as coisas mudaram,e odeio mudanças"
3147,"“Dizem que é preciso desabafar e não guardar tanta mágoa dentro da gente, mas quando tentamos fazer isso, somos julgados.”"
3148,"Não sei mas,sinto meu mundo caindo sobre mim,me sufocando com seu peso imenso"
3149,"tem uns dias muito sei lá, tipo não tem nada errado, nem nada muito certo, tá tudo normal, meio que mais ou menos, porém tudo estranho"
3150,depois de tanto se decepcionar vc jura pra si mesmo nao dar mais moral pra pessoa ai é só ela vir puxar assunto q vc conversa normalmente
3151,"“Eu estou tão só, mas tudo bem.”  - Nirvana"
3152,"Estranho é vc acordar todos os dias com a intenção de mudar a sua vida,e acaba fazendo a mesma merda"
3153,É muito game over pra uma vida só
3154,"Seja como a neve. Linda, porém fria."
